start,end,Form 2: This form is regarding water quality and solid waste,Section 1: General information and safety ,safety,team_code,rhs_lhs,location,lat,long,Section 2. The next set of questions will be related to water quality  and stormwater connections. ,inlets,inlets_pic,,unauthorised_inlets,unauthorised_inlets_pic,_1,observations, water_stagnant,water_contamination,water_colour,water_turbidity,water_smell,water_pic,_2,Section 3. Next set of questions are about solid waste and clean up efforts.,sw_inside,sw_inside_type,_3,sw_inside_source,sw_inside_pic,_4,sw_outside,sw_outside_type,sw_outside_source,sw_outside_pic,_5,sw_clean_up,community_engagement,community_engagement_pic,_6,outdated,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,outdated_1,_tags,meta/rootUuid,_index,_index_f1,_drain,_drain_secondary,_team_name
2026-02-22T10:40:17.427+05:30,2026-02-22T10:47:02.850+05:30,,,"Yes, I feel safe to conduct the audit",A26,Left hand side (LHS),12.9100103 77.5082784 724.7000122070312 15.019,12.9100103,77.5082784,,yes,1771736939451.jpg,,yes,1771737000124.jpg,,Not as much disgusting as the previous ones,flowing,Black Or Grey Water,Black,Opaque,Strong Smell Of Sewage  Unable To Sand N,1771737047657.jpg,,,Yes,Household  Mostly,Household  Mostly,"Plastic bags, paper ",1771737102254.jpg,,Yes,Mixed,Construction debris and plastic household waste ,1771737160564.jpg,,no,Not Applicable,1771737178382.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677279298/attachments/attFAxSDXSm58dvCtWMf3CsW/,677279296,4435f6bf-ae2d-4078-ad09-b5f25c92089d,2026-02-22T06:14:14,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677279298/attachments/attCYPEZega5f5XYmZQWe7jK/,,uuid:4435f6bf-ae2d-4078-ad09-b5f25c92089d,106,96,RN223,,RNSIT MUN Society
2026-02-22T10:51:39.033+05:30,2026-02-22T11:01:34.146+05:30,,,"Yes, I feel safe to conduct the audit",A26,Left hand side (LHS),12.9099067 77.5094087 726.0 4.0,12.9099067,77.5094087,,yes,1771737761160.jpg,,yes,1771737791929.jpg,,An electric lamp is here ,flowing,Black Or Grey Water,Black,Cloudy,Less Odor  I Am Able To Stand Near The S,1771737839949.jpg,,,Yes,Household  Mostly,Household  Mostly,Trolley and rice bags ,1771737870833.jpg,,Yes,Household  Mostly,Construction debris and plastic ,,,no,Not Applicable,1771737912744.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677279369/attachments/attUBDFPyDottUeDS58ZTJrx/,677279375,f7947843-2c64-4089-8b34-3decaaa83b56,2026-02-22T06:14:37,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677279369/attachments/attggQbrUqKZ52fhJVHbwEzY/,,uuid:f7947843-2c64-4089-8b34-3decaaa83b56,107,97,RN223,,RNSIT MUN Society
2026-02-22T11:05:57.245+05:30,2026-02-22T11:12:02.693+05:30,,,"Yes, I feel safe to conduct the audit",A26,Left hand side (LHS),12.9095296 77.5103002 735.5 2.7,12.9095296,77.5103002,,yes,1771738680512.jpg,,yes,1771738707823.jpg,,Lot of waste accumulated,flowing,Black Or Grey Water,Black,Opaque,Strong Smell Of Sewage  Unable To Sand N,1771738758982.jpg,,,Yes,Household  Mostly,Household  Mostly,Organic waste like pumpkin bannana leaves and plastic,1771738800369.jpg,,Yes,Mixed,Household sewage ,1771738826759.jpg,,no,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677279483/attachments/attgqysLEhtCD2N9U3KkpYjr/,677279470,829acf78-4877-43c2-b5b9-5d783534ee8a,2026-02-22T06:15:03,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677279483/attachments/attiehhTfj3NnigAqZuDckT4/,,uuid:829acf78-4877-43c2-b5b9-5d783534ee8a,108,98,RN223,,RNSIT MUN Society
2026-02-22T11:18:18.100+05:30,2026-02-22T11:20:49.762+05:30,,,"Yes, I feel safe to conduct the audit",A26,Right hand side (RHS),12.9089754 77.5111343 731.3999633789062 38.083,12.9089754,77.5111343,,yes,1771739405593.jpg,,yes,1771739437567.jpg,,Too much waste plastic as compared to others ,flowing,Black Or Grey Water,Black,Opaque,Strong Smell Of Sewage  Unable To Sand N,1771739492871.jpg,,,Yes,Household  Mostly,Household  Mostly,Plastic bottles and cans ,1771739531756.jpg,,No,No Waste,No waste,1771739557817.jpg,,no,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677279512/attachments/attgdjXdVyXvAHwuJeWbB2rA/,677279531,8535e04f-9287-4be4-bd4c-4087a9f82b60,2026-02-22T06:15:08,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677279512/attachments/att8tccS7eLnoMuEXykJpsWh/,,uuid:8535e04f-9287-4be4-bd4c-4087a9f82b60,109,99,RN223,,RNSIT MUN Society
2026-02-22T11:38:51.936+05:30,2026-02-22T11:42:09.955+05:30,,,"Yes, I feel safe to conduct the audit",A26,Left hand side (LHS),12.90799 77.5109167 728.7000122070312 29.302,12.90799,77.5109167,,cannot_see,1771740529996.jpg,,cannot_see,1771740541570.jpg,,Apartment,cannot_see,Cannot See,Cannot Say,Cannot Say,Less Odor  I Am Able To Stand Near The S,,,,Cannot See,No Waste,No Waste,None,1771740620657.jpg,,No,Mixed,Not seen,1771740649699.jpg,,yes,Benches,1771740670333.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677279524/attachments/atteC2iRt8UkJKgnC6Kjo3jq/,677279582,0bda2d08-01b4-440a-a52e-5900bcd5491e,2026-02-22T06:15:11,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677279524/attachments/attUZkur9mpp5vea5c5HgFeH/,,uuid:0bda2d08-01b4-440a-a52e-5900bcd5491e,110,100,RN223,,RNSIT MUN Society
2026-02-22T11:34:06.489+05:30,2026-02-22T11:37:50.883+05:30,,,"Yes, I feel safe to conduct the audit",A27,Left hand side (LHS),12.9157922 77.5059853 723.2999877929688 3.15,12.9157922,77.5059853,,no,,,yes,1771740357669.jpg,,,flowing,Black Or Grey Water,Black,Opaque,Less Odor  I Am Able To Stand Near The S,1771740389072.jpg,,,Yes,Household  Mostly,Household  Mostly,,1771740425963.jpg,,Yes,Construction Debris,,1771740482910.jpg,,no,Plants,1771740499251.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677284633/attachments/attPGYxrPDrZKGSYS3sdYtjx/,677290769,f91f890a-398b-4b13-8db3-01aa3e9451fc,2026-02-22T06:31:40,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677284633/attachments/att6pZBB3oftXZWTtgJnBXXG/,,uuid:f91f890a-398b-4b13-8db3-01aa3e9451fc,138,101,RN223,,RNSIT MUN Society
2026-02-22T09:58:44.875+05:30,2026-02-22T10:23:09.802+05:30,,,"Yes, I feel safe to conduct the audit",A27,Left hand side (LHS),12.9402998 77.7191283 827.7999877929688 4.9,12.9402998,77.7191283,,cannot_see,1771736639361.jpg,,yes,1771736678962.jpg,,There is a slum community near this shoemaker drain and number of construction going behind,stagnant,Black Or Grey Water,Black,Opaque,Strong Smell Of Sewage  Unable To Sand N,1771736818210.jpg,unknown165,,Yes,Mixed,Mixed,Slum area waste household waste,1771736990290.jpg,,Yes,Household  Mostly,Slum area,1771737096673.jpg,,no,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677286355/attachments/attgwmGCdzCybHzVsZrkUBFg/,677286289,83d071ac-aefa-4c8b-b016-3e1652f1d8d0,2026-02-22T06:37:45,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677286355/attachments/attMevuxo5AeNAn9p9a9EWNy/,,uuid:83d071ac-aefa-4c8b-b016-3e1652f1d8d0,111,102,,unknown165,
2026-02-22T10:03:19.302+05:30,2026-02-22T10:09:14.010+05:30,,,"Yes, I feel safe to conduct the audit",A25,Right hand side (RHS),12.9025014 77.5122078 734.5 28.085,12.9025014,77.5122078,,yes,1771735166914.jpg,,no,,,Uncleaned ,flowing,Black Or Grey Water,Greenish,Cloudy,Strong Smell Of Sewage  Unable To Sand N,1771735259778.jpg,,,Yes,Household  Mostly,Household  Mostly,"Household waste,sewage ",1771735318599.jpg,,Yes,Household  Mostly,Clothes ,1771735339368.jpg,,no,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290383/attachments/attWeg4SQJQrFZxs9Sbtn97B/,677290568,f0ebe29e-16ea-434d-8fe8-49bc762c40e2,2026-02-22T06:48:36,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290383/attachments/attD5Cato5bKSS26DdrozDMk/,,uuid:f0ebe29e-16ea-434d-8fe8-49bc762c40e2,126,104,RN223,,RNSIT MUN Society
2026-02-22T10:19:20.787+05:30,2026-02-22T10:28:59.050+05:30,,,"Yes, I feel safe to conduct the audit",A25,Left hand side (LHS),12.9039911 77.5110187 733.7999877929688 6.745,12.9039911,77.5110187,,yes,1771735932107.jpg,,no,,,Uncleaned with solid waste,flowing,Black Or Grey Water,Greenish,Opaque,Less Odor  I Am Able To Stand Near The S,1771736005476.jpg,,,Yes,Commercial  Mostly,Commercial  Mostly,Plastic ,1771736055733.jpg,,Yes,Household  Mostly,Plastic ,1771736079466.jpg,,yes,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290401/attachments/att8tChS7N9zdNTWYC5GkRjY/,677290653,2b198391-4890-499b-b4b7-5b9d4b272235,2026-02-22T06:48:38,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290401/attachments/attPyiFw8xCAydLKunx4qKNq/,,uuid:2b198391-4890-499b-b4b7-5b9d4b272235,129,105,RN223,,RNSIT MUN Society
2026-02-22T11:27:04.373+05:30,2026-02-22T11:33:23.521+05:30,,,"Yes, I feel safe to conduct the audit",A23,Right hand side (RHS),12.8952185 77.527765 761.0 4.159,12.8952185,77.527765,,yes,1771739982753.jpg,,cannot_see,,,It's dirty and the posters hung up on the railing ,flowing,Black Or Grey Water,Black,Transparent,Strong Smell Of Sewage  Unable To Sand N,1771740094857.jpg,,,Yes,Mixed,Mixed,House hold drills,1771740162591.jpg,,Yes,Mixed,"House hold waste
",1771740194266.jpg,,no,Plants,1771740225066.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290406/attachments/attF4JCPb3bBSRbXaFdXoqsr/,677290546,e8d18eed-9945-414f-b29c-f54bb100c5e9,2026-02-22T06:48:38,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290406/attachments/attgGDkpwfaAL7piAy3VYc6i/,,uuid:e8d18eed-9945-414f-b29c-f54bb100c5e9,123,106,RN223,,RNSIT MUN Society
2026-02-22T10:40:17.985+05:30,2026-02-22T10:43:24.682+05:30,,,"Yes, I feel safe to conduct the audit",A25,Left hand side (LHS),12.9011703 77.513131 733.8999633789062 19.789,12.9011703,77.513131,,no,,,no,,,Maintaince is low,flowing,Black Or Grey Water,Greenish,Opaque,Less Odor  I Am Able To Stand Near The S,1771737131912.jpg,,,Yes,Household  Mostly,Household  Mostly,Plastic ,1771737153722.jpg,,Yes,Household  Mostly,Household waste ,1771737178891.jpg,,yes,Plants,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290421/attachments/attrnnzXDjaFk7uA46EKbebK/,677290723,6ac7efe0-1bce-4d22-b18e-ea5afc60a1ab,2026-02-22T06:48:40,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290421/attachments/attgZTX3oWqPKYYprtbJYiM8/,,uuid:6ac7efe0-1bce-4d22-b18e-ea5afc60a1ab,133,108,RN223,,RNSIT MUN Society
2026-02-22T10:28:50.107+05:30,2026-02-22T10:32:30.350+05:30,,,"Yes, I feel safe to conduct the audit",A22,Left hand side (LHS),12.8992795 77.5347386 762.1295166015625 4.657,12.8992795,77.5347386,,yes,1771736384697.jpg,,yes,1771736338893.jpg,,Found some small holes on the retaining walls ,flowing,Black Or Grey Water,Black,Opaque,Less Odor  I Am Able To Stand Near The S,1771736112133.jpg,,,Yes,Household  Mostly,Household  Mostly,"Plastic covers,papers etc
",1771736154942.jpg,,Yes,Construction Debris,"Plastic covers, construction waste etcm",1771736240109.jpg,,no,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290441/attachments/attQK8hattLEG3c2SQheK5b7/,677288958,b1feb653-763a-48e5-99af-db32bdafe811,2026-02-22T06:48:42,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290441/attachments/attD8BWQMyQfUVjVxo4vKpp6/,,uuid:b1feb653-763a-48e5-99af-db32bdafe811,118,109,RN223,,RNSIT MUN Society
2026-02-22T10:47:40.448+05:30,2026-02-22T10:50:32.068+05:30,,,"Yes, I feel safe to conduct the audit",A25,Left hand side (LHS),12.9021391 77.5121144 737.0 13.741,12.9021391,77.5121144,,yes,,,no,,,,flowing,Black Or Grey Water,Greenish,Opaque,Strong Smell Of Sewage  Unable To Sand N,1771737527955.jpg,,,No,Construction Debris,Construction Debris,Household ,1771737560392.jpg,,Yes,Mixed,Plant ,1771737603989.jpg,,no,Plants,1771737620467.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290451/attachments/atth8GCQCyYqHhjQuY8jmDMh/,677290752,c220b7dc-1b34-486f-88d1-24d5ea2ccdc6,2026-02-22T06:48:42,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290451/attachments/attutwNoJLCeb5YMa57MjKzF/,,uuid:c220b7dc-1b34-486f-88d1-24d5ea2ccdc6,137,110,RN223,,RNSIT MUN Society
2026-02-22T10:02:24.461+05:30,2026-02-22T10:15:08.074+05:30,,,"Yes, I feel safe to conduct the audit",A24,Left hand side (LHS),12.8928324 77.5135926 742.5 3.5,12.8928324,77.5135926,,yes,1771734813128.jpg,,no,,,Filled with solid waste more than expected ,flowing,Black Or Grey Water,Black,Opaque,Strong Smell Of Sewage  Unable To Sand N,1771734945161.jpg,,,Yes,Household  Mostly,Household  Mostly,Garbage from residents ,1771734984712.jpg,,Yes,Household  Mostly,Household waste from residents,1771735025995.jpg,,no,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290455/attachments/attmZxdNJxd9P6sddNgr9J4P/,677290714,66b363d1-05d7-47d0-9c63-198a5066d19d,2026-02-22T06:48:43,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290455/attachments/attLBqmUmVqiTnB6EVKVBFJo/,,uuid:66b363d1-05d7-47d0-9c63-198a5066d19d,132,111,RN223,,RNSIT MUN Society
2026-02-22T11:03:51.142+05:30,2026-02-22T11:06:37.819+05:30,,,"Yes, I feel safe to conduct the audit",A25,Right hand side (RHS),"12.9052137, 77.5119041",12.9052137,77.5119041,,no,,,no,,,Uncleaned ,flowing,Black Or Grey Water,Greenish,Opaque,Strong Smell Of Sewage  Unable To Sand N,1771738856552.jpg,,,Yes,Household  Mostly,Household  Mostly,Household ,1771738878940.jpg,,No,Household  Mostly,I,,,no,Plants,1771738916743.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290470/attachments/attGqw4YXcVMD29jeUHfsT4Q/,677290873,adf82ab9-5de1-4135-886a-8fc138eb9398,2026-02-22T06:48:44,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290470/attachments/attf9zoAnVBuThKMzJAtTnbN/,,uuid:adf82ab9-5de1-4135-886a-8fc138eb9398,146,112,RN223,,RNSIT MUN Society
2026-02-22T10:19:22.754+05:30,2026-02-22T10:24:40.832+05:30,,,"Yes, I feel safe to conduct the audit",A24,Left hand side (LHS),12.8935978 77.5167218 742.5999755859375 3.6,12.8935978,77.5167218,,cannot_see,,,no,,,Sounds of an inlet are audible but not visible ,flowing,Black Or Grey Water,Black,Cloudy,Less Odor  I Am Able To Stand Near The S,1771735912499.jpg,,,Yes,Household  Mostly,Household  Mostly,Household residential waste,1771735943598.jpg,,Yes,Household  Mostly,Residential waste,1771735986614.jpg,,no,Plants,1771736020095.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290482/attachments/attrj5sh6s6caK2XT4NAaPm5/,677290728,bf416537-c942-4e64-974e-5bb7c7fde828,2026-02-22T06:48:46,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290482/attachments/attu6MyNP7BtNuqbonggkdPz/,,uuid:bf416537-c942-4e64-974e-5bb7c7fde828,134,113,RN223,,RNSIT MUN Society
2026-02-22T11:20:08.613+05:30,2026-02-22T11:23:54.964+05:30,,,"Yes, I feel safe to conduct the audit",A23,Right hand side (RHS),12.8952041 77.5267229 759.0 3.0,12.8952041,77.5267229,,cannot_see,,,cannot_see,,,,flowing,Cannot See,Cannot Say,Cannot Say,Strong Smell Of Sewage  Unable To Sand N,,,,Cannot See,Mixed,Mixed,,,,Yes,Mixed,,1771739580875.jpg,,no,Plants,1771739597944.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290486/attachments/att6fR5o7Qw2yej8vvNEm3NY/,677290652,c3969b63-c998-4bf4-9da1-cde5e263ad8d,2026-02-22T06:48:46,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290486/attachments/attUBDwAvRqPrgc5bnEsysCa/,,uuid:c3969b63-c998-4bf4-9da1-cde5e263ad8d,128,114,RN223,,RNSIT MUN Society
2026-02-22T11:09:47.930+05:30,2026-02-22T11:11:28.419+05:30,,,"Yes, I feel safe to conduct the audit",A25,Right hand side (RHS),12.905213 77.5106846 734.0999755859375 60.848,12.905213,77.5106846,,no,,,yes,1771738507412.jpg,,Uncleaned ,flowing,Black Or Grey Water,Greenish,Cloudy,Less Odor  I Am Able To Stand Near The S,1771738535385.jpg,,,Yes,Household  Mostly,Household  Mostly,Household ,1771738556576.jpg,,Yes,Construction Debris,Uncleaned ,1771738577462.jpg,,yes,Plants,1771738605375.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290487/attachments/attRQay657xCxiQzYDyzHacY/,677290806,6643c7a5-c610-4ec2-b7cd-eae2f34805ec,2026-02-22T06:48:46,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290487/attachments/attLeFogFqvycvqj5Fieov6g/,,uuid:6643c7a5-c610-4ec2-b7cd-eae2f34805ec,142,115,RN223,,RNSIT MUN Society
2026-02-22T11:48:42.460+05:30,2026-02-22T11:53:47.532+05:30,,,"Yes, I feel safe to conduct the audit",A23,Left hand side (LHS),12.8961649 77.5318718 763.3999633789062 3.863,12.8961649,77.5318718,,cannot_see,,,cannot_see,,,It's dirty and posters hanging on the railing,flowing,Black Or Grey Water,Greenish,Transparent,Less Odor  I Am Able To Stand Near The S,1771741246872.jpg,,,Cannot See,Household  Mostly,Household  Mostly,House hold drills ,1771741289167.jpg,,Yes,Household  Mostly,House hold ,1771741312555.jpg,,no,Plants,1771741337703.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290506/attachments/attzrhax9ikjjgSfrCD2fnv5/,677290814,02b23c42-abe4-4e7a-a511-ea99d53f24e5,2026-02-22T06:48:47,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290506/attachments/attdbqoo7JkbQG4HEhsru8Lj/,,uuid:02b23c42-abe4-4e7a-a511-ea99d53f24e5,144,116,RN223,,RNSIT MUN Society
2026-02-22T11:30:08.082+05:30,2026-02-22T11:32:20.578+05:30,,,"Yes, I feel safe to conduct the audit",A25,Right hand side (RHS),"12.9046716, 77.5115343",12.9046716,77.5115343,,no,,,no,,,Uncleaned ,flowing,Black Or Grey Water,Black,Opaque,Less Odor  I Am Able To Stand Near The S,1771740155297.jpg,,,Yes,Household  Mostly,Household  Mostly,Household ,1771740181783.jpg,,No,No Waste,Household ,,,yes,Plants,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290507/attachments/attDjWTfn4mjVtPXsmRdxfgY/,677290904,babdde81-5ab1-45d8-9d7c-7dc307300a51,2026-02-22T06:48:48,,,submitted_via_web,,,,uuid:babdde81-5ab1-45d8-9d7c-7dc307300a51,147,117,RN223,,RNSIT MUN Society
2026-02-22T10:29:14.423+05:30,2026-02-22T10:37:12.022+05:30,,,"Yes, I feel safe to conduct the audit",A24,Left hand side (LHS),12.8932312 77.5185434 747.2999877929688 3.2,12.8932312,77.5185434,,yes,1771736433451.jpg,,no,,,Inlet is barely operational due to garbage,flowing,Solid Particles Or Oily Film On Water,Black,Opaque,Strong Smell Of Sewage  Unable To Sand N,1771736509850.jpg,,,Yes,Commercial  Mostly,Commercial  Mostly,Commercial small scale industries ,1771736575090.jpg,,Yes,Household  Mostly,Household ,1771736588797.jpg,,yes,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290513/attachments/attScDueDKWjkGWgQqXQjSj2/,677290743,8c1bce04-72a0-4dac-9d6a-7f13526aacb2,2026-02-22T06:48:48,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290513/attachments/attkFip6uP2xijCPrMYUBB4d/,,uuid:8c1bce04-72a0-4dac-9d6a-7f13526aacb2,136,118,RN223,,RNSIT MUN Society
2026-02-22T10:36:55.269+05:30,2026-02-22T10:46:37.316+05:30,,,"Yes, I feel safe to conduct the audit",A22,Left hand side (LHS),12.8997197 77.5364673 769.545166015625 4.753,12.8997197,77.5364673,,yes,1771736892934.jpg,,no,,,"Good fencing protecting the houses from floodings,a big mud pit inside the drainage ",flowing,Black Or Grey Water,Black,Opaque,Less Odor  I Am Able To Stand Near The S,1771737000772.jpg,,,Yes,Household  Mostly,Household  Mostly,"Bags , chocolate papers etc",1771737045405.jpg,,No,No Waste,No waste ,,,yes,Plants,1771737185266.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290532/attachments/attvReVUqzMbKYQrMcJDchR3/,677288594,934c5985-6886-41da-b9b6-5cd1ff8858f2,2026-02-22T06:48:50,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290532/attachments/attnpE48ussKMZkpye7JDoDx/,,uuid:934c5985-6886-41da-b9b6-5cd1ff8858f2,113,119,RN223,,RNSIT MUN Society
2026-02-22T10:41:51.374+05:30,2026-02-22T10:51:10.287+05:30,,,"Yes, I feel safe to conduct the audit",A24,Right hand side (RHS),12.8937101 77.5211194 750.0 3.0,12.8937101,77.5211194,,yes,1771737235347.jpg,,yes,1771737250563.jpg,,Inlet causing garbage collection ,flowing,Black Or Grey Water,Black,Opaque,Less Odor  I Am Able To Stand Near The S,1771737347417.jpg,,,Yes,Household  Mostly,Household  Mostly,Household ,1771737367962.jpg,,No,,,,,yes,Plants,1771737392985.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290540/attachments/attBbhqdPwuF7p3Lpjw3TpiM/,677290770,c87adf11-beb5-4e38-b7a6-db83485c76af,2026-02-22T06:48:51,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290540/attachments/att8tAuDoZpysDau8yYS9qDj/,,uuid:c87adf11-beb5-4e38-b7a6-db83485c76af,139,120,RN223,,RNSIT MUN Society
2026-02-22T11:54:56.406+05:30,2026-02-22T11:58:22.361+05:30,,,"Yes, I feel safe to conduct the audit",A23,Left hand side (LHS),12.8969605 77.5322119 763.8999633789062 3.84,12.8969605,77.5322119,,no,,,no,,,,flowing,Black Or Grey Water,Greenish,Transparent,Less Odor  I Am Able To Stand Near The S,1771741641481.jpg,,,Yes,Mixed,Mixed,"Household, construction",1771741689982.jpg,,No,No Waste,,,,not_applicable,Not Applicable,1771741749526.jpg,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290553/attachments/att4Jbkrhb9YSXcJ3PM7Sr54/,677290860,6d2faa04-8320-4b2d-a192-404fb90922cf,2026-02-22T06:48:53,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290553/attachments/attB2TiXw5Pwvs4mkqQ5SgGF/,,uuid:6d2faa04-8320-4b2d-a192-404fb90922cf,145,121,RN223,,RNSIT MUN Society
2026-02-22T10:53:44.770+05:30,2026-02-22T10:59:18.101+05:30,,,"Yes, I feel safe to conduct the audit",A24,Right hand side (RHS),12.8959397 77.5209299 751.7999877929688 4.483,12.8959397,77.5209299,,cannot_see,,,cannot_see,,,,flowing,Cannot See,Cannot Say,Cannot Say,Less Odor  I Am Able To Stand Near The S,,,,Cannot See,No Waste,No Waste,,,,No,No Waste,,,,yes,Plants,1771737973338.jpg,,,677290781,c30cfac8-fa7c-4a72-aab5-80f3f71c9ca4,2026-02-22T06:48:54,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290559/attachments/attZJXPNfAvsanxjTiiiC3mD/,,uuid:c30cfac8-fa7c-4a72-aab5-80f3f71c9ca4,140,122,RN223,,RNSIT MUN Society
2026-02-22T11:04:29.877+05:30,2026-02-22T11:09:12.553+05:30,,,"Yes, I feel safe to conduct the audit",A24,Right hand side (RHS),12.8972786 77.5223746 755.5999755859375 4.9,12.8972786,77.5223746,,no,,,yes,1771738501662.jpg,,,flowing,Black Or Grey Water,Greenish,Opaque,No Odor,1771738536225.jpg,,,Yes,Household  Mostly,Household  Mostly,,1771738553999.jpg,,No,,,,,no,Not Applicable,,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290587/attachments/attB2yadsMzMQ65GSE9i98Th/,677290796,2b8ca110-2c14-4638-989f-07efa6e788ea,2026-02-22T06:48:57,,,submitted_via_web,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677290587/attachments/attAAVUEPHx6iwWS8nX49cKr/,,uuid:2b8ca110-2c14-4638-989f-07efa6e788ea,141,123,RN223,,RNSIT MUN Society
